onset	 duration	 weight	 trial_type
-82.12	 1	 1	 Key1
-64.64	 1	 1	 Key2
-19.48	 1	 1	 Key3
-8.42	 1	 1	 Key4
4.03	 360	 1	 BIT
33.95	 1	 1	 Key5
50.32	 1	 1	 Key6
55.28	 1	 1	 Key7
83.68	 1	 1	 Key8
92.99	 1	 1	 Key9
106.37	 1	 1	 Key10
137.37	 1	 1	 Key11
145.08	 1	 1	 Key12
176.41	 1	 1	 Key13
215.84	 1	 1	 Key14
231.21	 1	 1	 Key15
268.29	 1	 1	 Key16
287.10	 1	 1	 Key17
319.00	 1	 1	 Key18
