onset	 duration	 weight	 trial_type
-11.38	 1	 1	 Key1
4.03	 360	 1	 BIT
18.20	 1	 1	 Key2
60.88	 1	 1	 Key3
104.65	 1	 1	 Key4
147.96	 1	 1	 Key5
233.18	 1	 1	 Key6
276.93	 1	 1	 Key7
315.35	 1	 1	 Key8
