onset	 duration	 weight	 trial_type
-79.89	 1	 1	 Key1
4.03	 300	 1	 Rs7
304.66	 3	 1	 Fx
308.21	 4	 1	 Re1
312.22	 300	 1	 Rs8
612.84	 3	 1	 Fx
616.42	 4	 1	 Re2
620.44	 300	 1	 Rs9
921.05	 3	 1	 Fx
924.62	 4	 1	 Re3
928.63	 300	 1	 Rs10
