onset	 duration	 weight	 trial_type
-62.72	 1	 1	 Key1
-43.09	 1	 1	 Key2
-34.99	 1	 1	 Key3
-31.77	 1	 1	 Key4
-24.02	 1	 1	 Key5
-10.18	 1	 1	 Key6
4.03	 360	 1	 BIT
21.52	 1	 1	 Key7
49.03	 1	 1	 Key8
59.90	 1	 1	 Key9
63.83	 1	 1	 Key10
97.48	 1	 1	 Key11
138.28	 1	 1	 Key12
172.38	 1	 1	 Key13
239.10	 1	 1	 Key14
267.09	 1	 1	 Key15
334.37	 1	 1	 Key16
