onset	 duration	 weight	 trial_type
-161.67	 1	 1	 Key1
-156.59	 1	 1	 Key2
-155.96	 1	 1	 Key3
4.03	 300	 1	 Rs7
304.66	 3	 1	 Fx
308.21	 4	 1	 Re1
312.22	 300	 1	 Rs8
612.86	 3	 1	 Fx
616.42	 4	 1	 Re2
620.44	 300	 1	 Rs9
921.06	 3	 1	 Fx
924.62	 4	 1	 Re3
928.64	 300	 1	 Rs10
