onset	 duration	 weight	 trial_type
-69.65	 1	 1	 Key1
-55.84	 1	 1	 Key2
-46.30	 1	 1	 Key3
-35.44	 1	 1	 Key4
-15.29	 1	 1	 Key5
4.02	 360	 1	 BIT
30.30	 1	 1	 Key6
97.84	 1	 1	 Key7
124.80	 1	 1	 Key8
144.84	 1	 1	 Key9
195.49	 1	 1	 Key10
232.36	 1	 1	 Key11
249.50	 1	 1	 Key12
272.54	 1	 1	 Key13
277.38	 1	 1	 Key14
304.58	 1	 1	 Key15
323.76	 1	 1	 Key16
