onset	 duration	 weight	 trial_type
-94.70	 1	 1	 Key1
4.02	 360	 1	 BIT
24.90	 1	 1	 Key2
54.69	 1	 1	 Key3
69.85	 1	 1	 Key4
102.25	 1	 1	 Key5
129.57	 1	 1	 Key6
147.09	 1	 1	 Key7
186.63	 1	 1	 Key8
224.83	 1	 1	 Key9
234.62	 1	 1	 Key10
282.74	 1	 1	 Key11
357.26	 1	 1	 Key12
