onset	 duration	 weight	 trial_type
-75.80	 1	 1	 Key1
4.02	 300	 1	 Rs7
304.65	 3	 1	 Fx
308.22	 4	 1	 Re1
312.23	 300	 1	 Rs8
612.85	 3	 1	 Fx
616.41	 4	 1	 Re2
620.43	 300	 1	 Rs9
921.04	 3	 1	 Fx
924.61	 4	 1	 Re3
928.63	 300	 1	 Rs10
