onset	 duration	 weight	 trial_type
-74.73	 1	 1	 Key1
-54.97	 1	 1	 Key2
-29.26	 1	 1	 Key3
-12.92	 1	 1	 Key4
4.03	 360	 1	 BIT
15.20	 1	 1	 Key5
79.27	 1	 1	 Key6
188.28	 1	 1	 Key7
359.31	 1	 1	 Key8
