onset	 duration	 weight	 trial_type
-62.01	 1	 1	 Key1
-51.50	 1	 1	 Key2
-40.58	 1	 1	 Key3
-38.76	 1	 1	 Key4
2.80	 1	 1	 Key5
4.03	 360	 1	 BIT
47.29	 1	 1	 Key6
156.25	 1	 1	 Key7
