onset	 duration	 weight	 trial_type
-78.01	 1	 1	 Key1
-62.38	 1	 1	 Key2
4.02	 360	 1	 BIT
77.89	 1	 1	 Key3
80.79	 1	 1	 Key4
103.05	 1	 1	 Key5
107.09	 1	 1	 Key6
107.72	 1	 1	 Key7
112.82	 1	 1	 Key8
