onset	 duration	 weight	 trial_type
-52.45	 1	 1	 Key1
4.03	 300	 1	 Rs7
304.67	 3	 1	 Fx
308.22	 4	 1	 Re1
312.23	 300	 1	 Rs8
612.85	 3	 1	 Fx
616.42	 4	 1	 Re2
620.43	 300	 1	 Rs9
921.07	 3	 1	 Fx
924.63	 4	 1	 Re3
928.65	 300	 1	 Rs10
