onset	 duration	 weight	 trial_type
-94.24	 1	 1	 Key1
-80.15	 1	 1	 Key2
-65.95	 1	 1	 Key3
-51.99	 1	 1	 Key4
-35.25	 1	 1	 Key5
-17.30	 1	 1	 Key6
4.02	 360	 1	 BIT
27.76	 1	 1	 Key7
48.63	 1	 1	 Key8
86.67	 1	 1	 Key9
166.25	 1	 1	 Key10
288.99	 1	 1	 Key11
